onset	duration	event_type	stimulus_id	response_time
0	32	-1	n/a	0.0
32	8	1	4398044.013032	0.0
40	8	1	3721384.005136	0.0
48	8	1	2885462.0176419998	0.0
56	8	1	1963571.02817	0.0
64	8	1	4197391.008396	0.0
72	8	1	3494278.03579	0.0
80	8	1	4168199.0094339997	0.0
88	8	1	12582231.020158	0.0
96	8	2	12582231.020158	97.039432195
104	8	1	1833805.0118900002	0.0
112	8	1	4442312.032591	0.0
120	8	1	4497801.000076001	0.0
128	8	1	3187595.009726	0.0
136	8	1	4409515.022109	0.0
144	8	1	2432983.023132	0.0
152	8	1	2766534.010312	0.0
160	8	1	3743279.0137879997	0.0
168	8	1	2943871.005579	0.0
176	8	1	3790512.0112059996	0.0
184	8	1	4373894.026002	0.0
192	8	1	3079230.022337	0.0
200	8	2	3079230.022337	201.03444794700002
208	8	1	2233338.0002139998	0.0
216	8	1	1518878.010042	0.0
224	8	1	3746005.005789	0.0
232	8	1	4419073.014805	0.0
240	8	1	4273569.013211	0.0
248	8	1	4086273.0145989996	0.0
256	8	1	4272054.053265	0.0
264	8	1	4009552.008947	0.0
272	8	1	3793489.0161550003	0.0
280	8	1	2882647.0183369997	0.0
288	8	1	2508213.011465	0.0
296	8	2	2508213.011465	297.029501255
304	8	1	3085219.00319	0.0
312	8	1	2236241.00366	0.0
320	8	1	2005790.011821	0.0
328	8	1	1855672.014199	0.0
336	8	1	1877134.0113439998	0.0
344	8	1	3760671.007895	0.0
352	8	1	3541923.009436	0.0
360	8	1	3543603.0104239997	0.0
368	8	1	1784675.0096520002	0.0
376	8	1	2090827.0093049998	0.0
384	8	1	2131653.0039	0.0
392	8	1	4113406.028754	0.0
400	8	2	4113406.028754	401.039815259
408	8	1	3359137.0418599998	0.0
416	8	1	3950228.037563	0.0
424	8	1	4044716.0104239997	0.0
432	8	2	4044716.0104239997	433.03822676699997
440	8	1	3345487.0072330004	0.0
448	8	1	4482393.024979	0.0
456	8	1	4284002.01531	0.0
464	8	1	7758680.022369999	0.0
472	6	-2	n/a	0.0
