onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	2317335.011408	n02317335_11408	28	217	n/a
40	8	1	1787835.011338	n01787835_11338	11	83	n/a
48	8	1	1877134.011344	n01877134_11344	14	108	n/a
56	8	1	4197391.006992	n04197391_6992	116	927	n/a
64	8	1	7756951.018174	n07756951_18174	145	1159	n/a
72	8	1	2480855.008638	n02480855_8638	36	287	n/a
80	8	1	4123740.016246	n04123740_16246	111	886	n/a
88	8	1	3609235.004886	n03609235_4886	84	670	n/a
96	8	1	4225987.006162	n04225987_6162	117	932	n/a
104	8	1	4477387.003641	n04477387_3641	136	1083	n/a
112	8	1	3793489.001565	n03793489_1565	97	772	n/a
120	8	1	2799175.014140	n02799175_14140	43	339	n/a
128	8	1	4272054.029465	n04272054_29465	121	963	n/a
136	8	2	4272054.029465	n04272054_29465	121	963	137.029525
144	8	1	3187595.009059	n03187595_9059	60	478	n/a
152	8	1	3918737.015240	n03918737_15240	101	802	n/a
160	8	1	2236241.006498	n02236241_6498	27	213	n/a
168	8	1	4086273.003464	n04086273_3464	108	862	n/a
176	8	1	4497801.000760	n04497801_760	138	1103	n/a
184	8	1	3760671.013659	n03760671_13659	94	748	n/a
192	8	1	2481823.020882	n02481823_20882	37	293	n/a
200	8	1	2084071.027182	n02084071_27182	22	173	n/a
208	8	1	3335030.041867	n03335030_41867	64	510	n/a
216	8	2	3335030.041867	n03335030_41867	64	510	222.339456
224	8	1	3425413.018382	n03425413_18382	70	555	n/a
232	8	1	3950228.020813	n03950228_20813	103	819	n/a
240	8	1	3079230.020064	n03079230_20064	57	451	n/a
248	8	1	2055803.008152	n02055803_8152	20	158	n/a
256	8	2	2055803.008152	n02055803_8152	20	158	257.040007
264	8	1	3743279.008976	n03743279_8976	92	736	n/a
272	8	1	4401680.026778	n04401680_26778	129	1029	n/a
280	8	1	2998003.001995	n02998003_1995	54	425	n/a
288	8	1	2068974.002736	n02068974_2736	21	164	n/a
296	8	1	3924679.011484	n03924679_11484	102	810	n/a
304	8	1	11978233.026590	n11978233_26590	147	1173	n/a
312	8	1	4168199.010620	n04168199_10620	114	906	n/a
320	8	1	1944390.020511	n01944390_20511	15	117	n/a
328	8	1	3494278.030876	n03494278_30876	76	604	n/a
336	8	2	3494278.030876	n03494278_30876	76	604	337.035117
344	8	1	2391049.004569	n02391049_4569	31	245	n/a
352	8	1	1726692.008404	n01726692_8404	6	45	n/a
360	8	1	3746005.005789	n03746005_5789	93	740	n/a
368	8	1	3359137.041860	n03359137_41860	66	527	n/a
376	8	1	4409515.022109	n04409515_22109	130	1035	n/a
384	8	1	1784675.020773	n01784675_20773	10	78	n/a
392	8	1	12596148.004136	n12596148_4136	149	1186	n/a
400	8	1	3649909.021526	n03649909_21526	89	710	n/a
408	8	1	2005790.003943	n02005790_3943	18	141	n/a
416	8	1	2974003.004448	n02974003_4448	53	420	n/a
424	8	1	3209910.008951	n03209910_8951	61	488	n/a
432	8	2	3209910.008951	n03209910_8951	61	488	433.029665
440	8	1	3790512.011206	n03790512_11206	95	753	n/a
448	8	1	3665924.026158	n03665924_26158	90	714	n/a
456	8	1	4154565.010692	n04154565_10692	113	897	n/a
464	8	1	1639765.048759	n01639765_48759	2	15	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
