onset	duration	trial_no	event_type	category_id	response_time	evaluation
0	32	1	-1	n/a	n/a	n/a
32.0	4.0	2.0	1.0	10.0	46.9137217584	2.0
36.0	8.0	2.0	2.0	10.0	46.9137217584	2.0
44.0	3.0	2.0	3.0	10.0	46.9137217584	2.0
47.0	1.0	2.0	4.0	10.0	46.9137217584	2.0
48.0	4.0	3.0	1.0	21.0	62.8485985612	4.0
52.0	8.0	3.0	2.0	21.0	62.8485985612	4.0
60.0	3.0	3.0	3.0	21.0	62.8485985612	4.0
63.0	1.0	3.0	4.0	21.0	62.8485985612	4.0
64.0	4.0	4.0	1.0	6.0	77.0466244174	3.0
68.0	8.0	4.0	2.0	6.0	77.0466244174	3.0
76.0	3.0	4.0	3.0	6.0	77.0466244174	3.0
79.0	1.0	4.0	4.0	6.0	77.0466244174	3.0
80.0	4.0	5.0	1.0	16.0	93.447381346	5.0
84.0	8.0	5.0	2.0	16.0	93.447381346	5.0
92.0	3.0	5.0	3.0	16.0	93.447381346	5.0
95.0	1.0	5.0	4.0	16.0	93.447381346	5.0
96.0	4.0	6.0	1.0	7.0	110.493379158	3.0
100.0	8.0	6.0	2.0	7.0	110.493379158	3.0
108.0	3.0	6.0	3.0	7.0	110.493379158	3.0
111.0	1.0	6.0	4.0	7.0	110.493379158	3.0
112.0	4.0	7.0	1.0	5.0	0.0	4.0
116.0	8.0	7.0	2.0	5.0	0.0	4.0
124.0	3.0	7.0	3.0	5.0	0.0	4.0
127.0	1.0	7.0	4.0	5.0	0.0	4.0
128.0	4.0	8.0	1.0	17.0	142.109003409	3.0
132.0	8.0	8.0	2.0	17.0	142.109003409	3.0
140.0	3.0	8.0	3.0	17.0	142.109003409	3.0
143.0	1.0	8.0	4.0	17.0	142.109003409	3.0
144.0	4.0	9.0	1.0	12.0	157.960738069	2.0
148.0	8.0	9.0	2.0	12.0	157.960738069	2.0
156.0	3.0	9.0	3.0	12.0	157.960738069	2.0
159.0	1.0	9.0	4.0	12.0	157.960738069	2.0
160.0	4.0	10.0	1.0	25.0	174.743064159	4.0
164.0	8.0	10.0	2.0	25.0	174.743064159	4.0
172.0	3.0	10.0	3.0	25.0	174.743064159	4.0
175.0	1.0	10.0	4.0	25.0	174.743064159	4.0
176.0	4.0	11.0	1.0	3.0	189.306726754	3.0
180.0	8.0	11.0	2.0	3.0	189.306726754	3.0
188.0	3.0	11.0	3.0	3.0	189.306726754	3.0
191.0	1.0	11.0	4.0	3.0	189.306726754	3.0
192.0	4.0	12.0	1.0	8.0	205.072419441	3.0
