onset	duration	event_type	stimulus_id	response_time
0	32	-1	n/a	0.0
32	8	1	4168199.010839	0.0
40	8	1	3512147.0050540003	0.0
48	8	2	3512147.0050540003	50.036622358500004
56	8	1	2054036.0072209998	0.0
64	8	2	2054036.0072209998	66.03428706060001
72	8	1	13111881.010917	0.0
80	8	1	4146614.009889	0.0
88	8	1	4591713.002309999	0.0
96	8	1	2808440.015163	0.0
104	8	1	3261776.0293630003	0.0
112	8	1	1970164.014781	0.0
120	8	1	2508213.010059	0.0
128	8	1	4255586.0021629995	0.0
136	8	1	1664990.019923	0.0
144	8	1	3400231.0081080003	0.0
152	8	1	4284002.0102699995	0.0
160	8	1	3359137.026112	0.0
168	8	2	3359137.026112	170.027306605
176	8	1	1787835.0091970002	0.0
184	8	2	1787835.0091970002	185.12742547
192	8	1	2769748.043506	0.0
200	8	1	3649909.0117089995	0.0
208	8	1	4090263.013803	0.0
216	8	1	4442312.016618	0.0
224	8	1	3472535.00019	0.0
232	8	2	3472535.00019	233.324717623
240	8	1	2472293.0134529998	0.0
248	8	1	4272054.048893	0.0
256	8	1	1518878.012028	0.0
264	8	1	4233124.024091001	0.0
272	8	1	2131653.012495	0.0
280	8	1	3335030.0105439997	0.0
288	8	1	1645776.009743	0.0
296	8	1	2766534.010312	0.0
304	8	1	2814860.018911	0.0
312	8	1	2692877.011314	0.0
320	8	1	7734744.006691	0.0
328	8	1	4398044.0174940005	0.0
336	8	1	3494278.0308760004	0.0
344	8	1	3950228.0322	0.0
352	8	1	3982430.009407	0.0
360	8	1	3543603.0074400003	0.0
368	8	1	4497801.006187	0.0
376	8	1	4009552.008947	0.0
384	8	1	4482393.013686	0.0
392	8	1	2802215.009364	0.0
400	8	1	1726692.0084040002	0.0
408	8	1	4154565.015261	0.0
416	8	1	2974003.00674	0.0
424	8	1	7756951.014072999	0.0
432	8	1	2885462.0176419998	0.0
440	8	1	3063599.004061	0.0
448	8	1	1963571.02817	0.0
456	8	1	3187595.003646	0.0
464	8	1	3397947.004284	0.0
472	6	-2	n/a	0.0
