onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	4398044.013032	n04398044_13032	128	1018	n/a
40	8	1	3721384.005136	n03721384_5136	91	727	n/a
48	8	1	2885462.017642	n02885462_17642	51	404	n/a
56	8	1	1963571.028170	n01963571_28170	16	126	n/a
64	8	1	4197391.008396	n04197391_8396	116	928	n/a
72	8	1	3494278.035790	n03494278_35790	76	605	n/a
80	8	1	4168199.009434	n04168199_9434	114	909	n/a
88	8	1	12582231.020158	n12582231_20158	148	1178	n/a
96	8	2	12582231.020158	n12582231_20158	148	1178	97.039432
104	8	1	1833805.011890	n01833805_11890	12	89	n/a
112	8	1	4442312.032591	n04442312_32591	134	1072	n/a
120	8	1	4497801.000076	n04497801_76	138	1102	n/a
128	8	1	3187595.009726	n03187595_9726	60	480	n/a
136	8	1	4409515.022109	n04409515_22109	130	1035	n/a
144	8	1	2432983.023132	n02432983_23132	32	253	n/a
152	8	1	2766534.010312	n02766534_10312	41	321	n/a
160	8	1	3743279.013788	n03743279_13788	92	731	n/a
168	8	1	2943871.005579	n02943871_5579	52	413	n/a
176	8	1	3790512.011206	n03790512_11206	95	753	n/a
184	8	1	4373894.026002	n04373894_26002	126	1003	n/a
192	8	1	3079230.022337	n03079230_22337	57	452	n/a
200	8	2	3079230.022337	n03079230_22337	57	452	201.034448
208	8	1	2233338.000214	n02233338_214	26	205	n/a
216	8	1	1518878.010042	n01518878_10042	1	1	n/a
224	8	1	3746005.005789	n03746005_5789	93	740	n/a
232	8	1	4419073.014805	n04419073_14805	133	1060	n/a
240	8	1	4273569.013211	n04273569_13211	122	970	n/a
248	8	1	4086273.014599	n04086273_14599	108	859	n/a
256	8	1	4272054.053265	n04272054_53265	121	966	n/a
264	8	1	4009552.008947	n04009552_8947	105	840	n/a
272	8	1	3793489.016155	n03793489_16155	97	773	n/a
280	8	1	2882647.018337	n02882647_18337	50	395	n/a
288	8	1	2508213.011465	n02508213_11465	39	306	n/a
296	8	2	2508213.011465	n02508213_11465	39	306	297.029501
304	8	1	3085219.003190	n03085219_3190	59	465	n/a
312	8	1	2236241.003660	n02236241_3660	27	211	n/a
320	8	1	2005790.011821	n02005790_11821	18	139	n/a
328	8	1	1855672.014199	n01855672_14199	13	100	n/a
336	8	1	1877134.011344	n01877134_11344	14	108	n/a
344	8	1	3760671.007895	n03760671_7895	94	750	n/a
352	8	1	3541923.009436	n03541923_9436	79	632	n/a
360	8	1	3543603.010424	n03543603_10424	80	633	n/a
368	8	1	1784675.009652	n01784675_9652	10	80	n/a
376	8	1	2090827.009305	n02090827_9305	23	183	n/a
384	8	1	2131653.003900	n02131653_3900	24	189	n/a
392	8	1	4113406.028754	n04113406_28754	110	879	n/a
400	8	2	4113406.028754	n04113406_28754	110	879	401.039815
408	8	1	3359137.041860	n03359137_41860	66	527	n/a
416	8	1	3950228.037563	n03950228_37563	103	823	n/a
424	8	1	4044716.010424	n04044716_10424	106	841	n/a
432	8	2	4044716.010424	n04044716_10424	106	841	433.038227
440	8	1	3345487.007233	n03345487_7233	65	519	n/a
448	8	1	4482393.024979	n04482393_24979	137	1094	n/a
456	8	1	4284002.015310	n04284002_15310	123	981	n/a
464	8	1	7758680.022370	n07758680_22370	146	1168	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
