onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	2472293.003508	n02472293_3508	35	278	n/a
40	8	1	3496296.011413	n03496296_11413	77	610	n/a
48	8	1	3721384.003497	n03721384_3497	91	725	n/a
56	8	1	2068974.000106	n02068974_106	21	161	n/a
64	8	1	4123740.012463	n04123740_12463	111	882	n/a
72	8	1	3790512.040609	n03790512_40609	95	759	n/a
80	8	1	4154565.013637	n04154565_13637	113	899	n/a
88	8	1	3209910.013490	n03209910_13490	61	481	n/a
96	8	2	3209910.013490	n03209910_13490	61	481	97.040554
104	8	1	3079230.036697	n03079230_36697	57	455	n/a
112	8	1	7758680.017888	n07758680_17888	146	1166	n/a
120	8	1	2481823.008477	n02481823_8477	37	296	n/a
128	8	2	2481823.008477	n02481823_8477	37	296	129.041014
136	8	1	3483823.005222	n03483823_5222	75	595	n/a
144	8	1	4225987.006536	n04225987_6536	117	933	n/a
152	8	1	4113406.013944	n04113406_13944	110	874	n/a
160	8	1	3607659.008199	n03607659_8199	83	663	n/a
168	8	1	4146614.010248	n04146614_10248	112	889	n/a
176	8	1	4419073.017022	n04419073_17022	133	1061	n/a
184	8	1	3400231.008108	n03400231_8108	69	552	n/a
192	8	1	7734744.005653	n07734744_5653	144	1148	n/a
200	8	1	4376876.007775	n04376876_7775	127	1016	n/a
208	8	2	4376876.007775	n04376876_7775	127	1016	209.037073
216	8	1	1787835.009197	n01787835_9197	11	88	n/a
224	8	1	1877134.011991	n01877134_11991	14	111	n/a
232	8	1	1833805.011890	n01833805_11890	12	89	n/a
240	8	1	3982430.015760	n03982430_15760	104	825	n/a
248	8	1	3602883.014315	n03602883_14315	82	652	n/a
256	8	1	3425413.020014	n03425413_20014	70	556	n/a
264	8	2	3425413.020014	n03425413_20014	70	556	265.031840
272	8	1	2055803.004843	n02055803_4843	20	153	n/a
280	8	2	2055803.004843	n02055803_4843	20	153	281.079736
288	8	1	4612026.007179	n04612026_7179	142	1134	n/a
296	8	1	3837869.005857	n03837869_5857	99	788	n/a
304	8	1	2131653.006220	n02131653_6220	24	191	n/a
312	8	1	3924679.005901	n03924679_5901	102	813	n/a
320	8	1	4273569.004437	n04273569_4437	122	975	n/a
328	8	1	3345487.011865	n03345487_11865	65	513	n/a
336	8	1	3743279.012095	n03743279_12095	92	730	n/a
344	8	1	3541923.004023	n03541923_4023	79	630	n/a
352	8	1	2005790.009371	n02005790_9371	18	144	n/a
360	8	1	2503517.004892	n02503517_4892	38	300	n/a
368	8	1	3815615.008756	n03815615_8756	98	784	n/a
376	8	1	3665924.017703	n03665924_17703	90	713	n/a
384	8	1	4401680.017952	n04401680_17952	129	1025	n/a
392	8	1	2843158.002978	n02843158_2978	49	385	n/a
400	8	1	7756951.013102	n07756951_13102	145	1153	n/a
408	8	1	1768244.006450	n01768244_6450	7	51	n/a
416	8	1	12582231.027245	n12582231_27245	148	1181	n/a
424	8	1	7734017.002386	n07734017_2386	143	1140	n/a
432	8	1	4409806.004052	n04409806_4052	131	1044	n/a
440	8	1	1970164.028566	n01970164_28566	17	134	n/a
448	8	1	2391049.003228	n02391049_3228	31	244	n/a
456	8	1	3792782.034550	n03792782_34550	96	765	n/a
464	8	1	3472535.008251	n03472535_8251	74	592	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
