onset	duration	event_type	stimulus_id	response_time
0	32	-1	n/a	0
32	8	1	3623556.005157	0.0
40	8	1	2054036.015344	0.0
48	8	1	4284002.018325	0.0
56	8	1	12582231.021170	0.0
64	8	1	3394916.019217	0.0
72	8	1	3063599.004177	0.0
80	8	1	4090263.010441	0.0
88	8	1	1518878.007579	0.0
96	8	2	1518878.007579	97.0448245881
104	8	1	2998003.007158	0.0
112	8	1	1704323.009812	0.0
120	8	1	4044716.006288	0.0
128	8	1	4180888.003216	0.0
136	8	1	2766534.010312	0.0
144	8	1	2391049.002286	0.0
152	8	1	7734017.018410	0.0
160	8	1	7758680.015982	0.0
168	8	1	4086273.022571	0.0
176	8	1	4255586.004487	0.0
184	8	1	3187595.005735	0.0
192	8	1	3543603.006861	0.0
200	8	2	3543603.006861	201.084631111
208	8	1	3793489.005265	0.0
216	8	1	2802215.026105	0.0
224	8	1	3982430.037727	0.0
232	8	1	4154565.015261	0.0
240	8	1	3612010.002887	0.0
248	8	1	3085013.024642	0.0
256	8	1	7734744.006229	0.0
264	8	1	12596148.009625	0.0
272	8	1	1768244.007012	0.0
280	8	1	4320973.010759	0.0
288	8	1	1770393.018012	0.0
296	8	2	1770393.018012	297.031012247
304	8	1	3079230.016134	0.0
312	8	1	3607659.003955	0.0
320	8	1	4587559.011491	0.0
328	8	1	2472293.005718	0.0
336	8	1	2226429.013460	0.0
344	8	1	4409806.007672	0.0
352	8	1	3445777.010782	0.0
360	8	1	2236241.014526	0.0
368	8	1	4113406.019025	0.0
376	8	1	4591713.005928	0.0
384	8	1	4070727.018299	0.0
392	8	1	2841315.035046	0.0
400	8	2	2841315.035046	401.04225834
408	8	1	3261776.040091	0.0
416	8	1	4225987.007933	0.0
424	8	1	3924679.003671	0.0
432	8	2	3924679.003671	433.473172034
440	8	1	4409515.011072	0.0
448	8	1	4442312.032591	0.0
456	8	1	4555897.030092	0.0
464	8	1	4482393.018295	0.0
472	6	-2	n/a	0
