onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	3642806.006122	n03642806_6122	87	696	n/a
40	8	1	3255030.001413	n03255030_1413	62	490	n/a
48	8	1	3425413.013788	n03425413_13788	70	553	n/a
56	8	1	1944390.019503	n01944390_19503	15	115	n/a
64	8	1	4168199.010897	n04168199_10897	114	908	n/a
72	8	1	4273569.018096	n04273569_18096	122	974	n/a
80	8	2	4273569.018096	n04273569_18096	122	974	81.025035
88	8	1	4197391.015574	n04197391_15574	116	923	n/a
96	8	1	1772222.016161	n01772222_16161	9	72	n/a
104	8	1	2769748.043506	n02769748_43506	42	335	n/a
112	8	1	3496296.010113	n03496296_10113	77	609	n/a
120	8	1	2131653.007902	n02131653_7902	24	192	n/a
128	8	1	4272054.015977	n04272054_15977	121	961	n/a
136	8	1	4612026.002384	n04612026_2384	142	1130	n/a
144	8	1	2503517.012142	n02503517_12142	38	298	n/a
152	8	1	3609235.007271	n03609235_7271	84	672	n/a
160	8	1	3397947.009823	n03397947_9823	68	544	n/a
168	8	1	3467796.000862	n03467796_862	73	584	n/a
176	8	1	2799175.009738	n02799175_9738	43	344	n/a
184	8	1	2432983.016049	n02432983_16049	32	250	n/a
192	8	1	2692877.019950	n02692877_19950	40	318	n/a
200	8	1	3544143.018625	n03544143_18625	81	644	n/a
208	8	1	3494278.022114	n03494278_22114	76	601	n/a
216	8	1	3649909.024607	n03649909_24607	89	711	n/a
224	8	1	1877134.011903	n01877134_11903	14	110	n/a
232	8	2	1877134.011903	n01877134_11903	14	110	233.032191
240	8	1	3472535.001417	n03472535_1417	74	586	n/a
248	8	1	3038480.003370	n03038480_3370	55	438	n/a
256	8	1	2084071.030865	n02084071_30865	22	175	n/a
264	8	1	2808440.005873	n02808440_5873	46	368	n/a
272	8	1	4376876.016171	n04376876_16171	127	1014	n/a
280	8	1	4146614.010473	n04146614_10473	112	890	n/a
288	8	1	3512147.000489	n03512147_489	78	622	n/a
296	8	1	3085219.006529	n03085219_6529	59	470	n/a
304	8	1	2800213.004703	n02800213_4703	44	351	n/a
312	8	1	1787835.012357	n01787835_12357	11	85	n/a
320	8	1	4401680.024985	n04401680_24985	129	1028	n/a
328	8	2	4401680.024985	n04401680_24985	129	1028	329.028167
336	8	1	3790512.012009	n03790512_12009	95	754	n/a
344	8	1	1664990.007133	n01664990_7133	4	32	n/a
352	8	1	1963571.014820	n01963571_14820	16	122	n/a
360	8	1	4497801.014007	n04497801_14007	138	1098	n/a
368	8	2	4497801.014007	n04497801_14007	138	1098	369.026539
376	8	1	2885462.017642	n02885462_17642	51	404	n/a
384	8	1	3602883.012467	n03602883_12467	82	651	n/a
392	8	2	3602883.012467	n03602883_12467	82	651	393.024116
400	8	1	3436182.011486	n03436182_11486	71	561	n/a
408	8	1	3815615.007628	n03815615_7628	98	783	n/a
416	8	1	2374451.019966	n02374451_19966	30	240	n/a
424	8	1	1833805.012464	n01833805_12464	12	92	n/a
432	8	1	3335030.010544	n03335030_10544	64	505	n/a
440	8	1	2068974.006018	n02068974_6018	21	167	n/a
448	8	1	3541923.002849	n03541923_2849	79	627	n/a
456	8	1	7756951.009462	n07756951_9462	145	1160	n/a
464	8	1	1639765.040261	n01639765_40261	2	12	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
