onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	4254680.001740	n04254680_1740	119	949	n/a
40	8	1	2766534.013147	n02766534_13147	41	322	n/a
48	8	1	1970164.019716	n01970164_19716	17	131	n/a
56	8	1	4497801.000760	n04497801_760	138	1103	n/a
64	8	1	3445777.010782	n03445777_10782	72	570	n/a
72	8	2	3445777.010782	n03445777_10782	72	570	73.153147
80	8	1	2769748.020423	n02769748_20423	42	330	n/a
88	8	1	1944390.018585	n01944390_18585	15	114	n/a
96	8	1	4591713.005928	n04591713_5928	141	1126	n/a
104	8	1	3063599.002682	n03063599_2682	56	441	n/a
112	8	1	3494278.027938	n03494278_27938	76	602	n/a
120	8	1	2998003.007121	n02998003_7121	54	431	n/a
128	8	1	4313503.017853	n04313503_17853	124	985	n/a
136	8	1	13111881.015726	n13111881_15726	150	1195	n/a
144	8	1	3425413.020014	n03425413_20014	70	556	n/a
152	8	1	2508213.016531	n02508213_16531	39	309	n/a
160	8	1	4273569.018096	n04273569_18096	122	974	n/a
168	8	1	4123740.013353	n04123740_13353	111	883	n/a
176	8	1	2346627.007809	n02346627_7809	29	232	n/a
184	8	2	2346627.007809	n02346627_7809	29	232	186.205062
192	8	1	1768244.009890	n01768244_9890	7	56	n/a
200	8	1	3790512.014883	n03790512_14883	95	756	n/a
208	8	1	3483823.007612	n03483823_7612	75	598	n/a
216	8	1	3607659.008657	n03607659_8657	83	664	n/a
224	8	2	3607659.008657	n03607659_8657	83	664	225.038394
232	8	1	1518878.007579	n01518878_7579	1	7	n/a
240	8	1	4442441.006478	n04442441_6478	135	1078	n/a
248	8	2	4442441.006478	n04442441_6478	135	1078	249.036631
256	8	1	4612026.003878	n04612026_3878	142	1131	n/a
264	8	1	2481823.008477	n02481823_8477	37	296	n/a
272	8	2	2481823.008477	n02481823_8477	37	296	273.035798
280	8	1	11978233.018962	n11978233_18962	147	1170	n/a
288	8	1	12582231.044661	n12582231_44661	148	1184	n/a
296	8	1	4272054.053265	n04272054_53265	121	966	n/a
304	8	1	2131653.003900	n02131653_3900	24	189	n/a
312	8	1	4086273.005433	n04086273_5433	108	864	n/a
320	8	1	1645776.008879	n01645776_8879	3	20	n/a
328	8	1	3085013.023397	n03085013_23397	58	460	n/a
336	8	1	2882647.003406	n02882647_3406	50	399	n/a
344	8	1	3950228.018190	n03950228_18190	103	818	n/a
352	8	1	3760671.008944	n03760671_8944	94	751	n/a
360	8	1	4442312.013628	n04442312_13628	134	1067	n/a
368	8	1	2391049.002789	n02391049_2789	31	243	n/a
376	8	1	3038480.006604	n03038480_6604	55	439	n/a
384	8	1	3642806.018985	n03642806_18985	87	692	n/a
392	8	1	3837869.008484	n03837869_8484	99	791	n/a
400	8	1	1784675.009652	n01784675_9652	10	80	n/a
408	8	1	3335030.021952	n03335030_21952	64	508	n/a
416	8	1	3261776.027103	n03261776_27103	63	501	n/a
424	8	1	3886762.010969	n03886762_10969	100	793	n/a
432	8	1	4320973.015299	n04320973_15299	125	996	n/a
440	8	1	4154565.020567	n04154565_20567	113	903	n/a
448	8	1	3721384.014643	n03721384_14643	91	721	n/a
456	8	1	1770393.029944	n01770393_29944	8	64	n/a
464	8	1	3255030.000671	n03255030_671	62	494	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
