onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	4587559.013336	n04587559_13336	140	1117	n/a
40	8	1	4412416.012151	n04412416_12151	132	1051	n/a
48	8	1	3837869.005198	n03837869_5198	99	787	n/a
56	8	1	3982430.021511	n03982430_21511	104	826	n/a
64	8	1	3394916.047877	n03394916_47877	67	536	n/a
72	8	1	3467796.003445	n03467796_3445	73	578	n/a
80	8	1	4442312.015619	n04442312_15619	134	1068	n/a
88	8	1	4086273.012913	n04086273_12913	108	858	n/a
96	8	1	4154565.019381	n04154565_19381	113	902	n/a
104	8	1	3642806.018985	n03642806_18985	87	692	n/a
112	8	1	3472535.000190	n03472535_190	74	587	n/a
120	8	1	3607659.001318	n03607659_1318	83	657	n/a
128	8	1	2808440.033372	n02808440_33372	46	364	n/a
136	8	2	2808440.033372	n02808440_33372	46	364	138.036034
144	8	1	3400231.002908	n03400231_2908	69	549	n/a
152	8	1	4113406.025414	n04113406_25414	110	878	n/a
160	8	1	3646296.002966	n03646296_2966	88	699	n/a
168	8	1	3436182.001660	n03436182_1660	71	564	n/a
176	8	1	2439033.008005	n02439033_8005	33	263	n/a
184	8	1	3918737.022699	n03918737_22699	101	805	n/a
192	8	1	4401680.026778	n04401680_26778	129	1029	n/a
200	8	1	3445777.005992	n03445777_5992	72	572	n/a
208	8	1	4180888.002422	n04180888_2422	115	915	n/a
216	8	2	4180888.002422	n04180888_2422	115	915	220.315887
224	8	1	4146614.004965	n04146614_4965	112	893	n/a
232	8	1	1787835.009197	n01787835_9197	11	88	n/a
240	8	1	3602883.016220	n03602883_16220	82	654	n/a
248	8	1	3743279.012095	n03743279_12095	92	730	n/a
256	8	2	3743279.012095	n03743279_12095	92	730	257.046275
264	8	1	3612010.004285	n03612010_4285	85	677	n/a
272	8	1	2432983.024646	n02432983_24646	32	254	n/a
280	8	1	4409806.004052	n04409806_4052	131	1044	n/a
288	8	1	3063599.005015	n03063599_5015	56	448	n/a
296	8	1	7756951.015873	n07756951_15873	145	1156	n/a
304	8	1	2799175.016780	n02799175_16780	43	342	n/a
312	8	1	4313503.020808	n04313503_20808	124	987	n/a
320	8	1	3792782.007077	n03792782_7077	96	767	n/a
328	8	1	1944390.016184	n01944390_16184	15	113	n/a
336	8	2	1944390.016184	n01944390_16184	15	113	337.042073
344	8	1	2374451.018010	n02374451_18010	30	238	n/a
352	8	1	2084071.021054	n02084071_21054	22	171	n/a
360	8	1	1664990.016740	n01664990_16740	4	27	n/a
368	8	1	2692877.007319	n02692877_7319	40	320	n/a
376	8	1	3512147.002038	n03512147_2038	78	617	n/a
384	8	1	2766534.000137	n02766534_137	41	323	n/a
392	8	1	1518878.012028	n01518878_12028	1	2	n/a
400	8	1	3924679.005901	n03924679_5901	102	813	n/a
408	8	1	11978233.018962	n11978233_18962	147	1170	n/a
416	8	1	4477387.006623	n04477387_6623	136	1085	n/a
424	8	1	2445715.015094	n02445715_15094	34	268	n/a
432	8	2	2445715.015094	n02445715_15094	34	268	433.036734
440	8	1	3397947.002934	n03397947_2934	68	539	n/a
448	8	1	3665924.008249	n03665924_8249	90	720	n/a
456	8	1	2054036.021993	n02054036_21993	19	149	n/a
464	8	1	1970164.019716	n01970164_19716	17	131	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
