onset	duration	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	3649909.021526	n03649909_21526	89	710	n/a
40	8	1	2814860.039856	n02814860_39856	47	376	n/a
48	8	1	4197391.013706	n04197391_13706	116	922	n/a
56	8	1	3255030.004834	n03255030_4834	62	493	n/a
64	8	2	3255030.004834	n03255030_4834	62	493	65.041026
72	8	1	4612026.007179	n04612026_7179	142	1134	n/a
80	8	1	2843158.006490	n02843158_6490	49	389	n/a
88	8	1	7734017.008706	n07734017_8706	143	1144	n/a
96	8	1	7758680.019085	n07758680_19085	146	1167	n/a
104	8	1	3541923.003599	n03541923_3599	79	629	n/a
112	8	1	12582231.027245	n12582231_27245	148	1181	n/a
120	8	2	12582231.027245	n12582231_27245	148	1181	121.040103
128	8	1	2480855.011704	n02480855_11704	36	281	n/a
136	8	1	4591713.003315	n04591713_3315	141	1123	n/a
144	8	1	1768244.011944	n01768244_11944	7	50	n/a
152	8	1	2841315.018830	n02841315_18830	48	381	n/a
160	8	1	3187595.000091	n03187595_91	60	479	n/a
168	8	1	1704323.010394	n01704323_10394	5	35	n/a
176	8	1	2472293.034273	n02472293_34273	35	277	n/a
184	8	2	2472293.034273	n02472293_34273	35	277	185.036406
192	8	1	4442441.005660	n04442441_5660	135	1077	n/a
200	8	1	2226429.014311	n02226429_14311	25	196	n/a
208	8	1	4376876.010606	n04376876_10606	127	1010	n/a
216	8	1	2508213.007987	n02508213_7987	39	312	n/a
224	8	1	3623556.005157	n03623556_5157	86	685	n/a
232	8	1	3746005.002516	n03746005_2516	93	737	n/a
240	8	2	3746005.002516	n03746005_2516	93	737	241.033963
248	8	1	3209910.022305	n03209910_22305	61	483	n/a
256	8	1	2346627.010311	n02346627_10311	29	225	n/a
264	8	1	3721384.018162	n03721384_18162	91	722	n/a
272	8	1	4284002.018325	n04284002_18325	123	982	n/a
280	8	1	2317335.006776	n02317335_6776	28	224	n/a
288	8	1	4123740.016246	n04123740_16246	111	886	n/a
296	8	1	2233338.006133	n02233338_6133	26	207	n/a
304	8	1	4273569.006437	n04273569_6437	122	976	n/a
312	8	1	4398044.017494	n04398044_17494	128	1021	319.377981
320	8	1	4009552.012894	n04009552_12894	105	834	n/a
328	8	1	2005790.009371	n02005790_9371	18	144	n/a
336	8	1	4482393.019492	n04482393_19492	137	1093	n/a
344	8	1	3886762.009466	n03886762_9466	100	800	n/a
352	8	1	3790512.013675	n03790512_13675	95	755	n/a
360	8	1	1963571.005610	n01963571_5610	16	127	n/a
368	8	1	2503517.005673	n02503517_5673	38	301	n/a
376	8	1	2943871.010058	n02943871_10058	52	409	n/a
384	8	1	1726692.008752	n01726692_8752	6	46	n/a
392	8	1	2068974.004003	n02068974_4003	21	165	n/a
400	8	1	3085219.003690	n03085219_3690	59	466	n/a
408	8	1	3950228.039297	n03950228_39297	103	824	n/a
416	8	1	2974003.002406	n02974003_2406	53	418	n/a
424	8	1	4225987.006162	n04225987_6162	117	932	n/a
432	8	2	4225987.006162	n04225987_6162	117	932	433.039080
440	8	1	2391049.006026	n02391049_6026	31	246	n/a
448	8	1	3425413.013788	n03425413_13788	70	553	n/a
456	8	1	2236241.006498	n02236241_6498	27	213	n/a
464	8	1	1639765.048759	n01639765_48759	2	15	n/a
472	6	-2	n/a	n/a	n/a	n/a	n/a
