onset	duration	event_type	stimulus_id	response_time
0	32	-1	n/a	0.0
32	8	1	3272010.0110009997	0.0
40	8	1	2797295.0154110002	0.0
48	8	1	1621127.01902	0.0
56	8	2	1621127.01902	57.0372042479
64	8	1	1858441.011077	0.0
72	8	1	2437136.012836	0.0
80	8	1	2190790.015121	0.0
88	8	1	4572121.003262	0.0
96	8	1	2882301.014188	0.0
104	8	1	3761084.043533	0.0
112	8	1	1677366.018182	0.0
120	8	1	4507155.021299	0.0
128	8	1	2128385.020264	0.0
136	8	1	3584254.00504	0.0
144	8	1	2916179.02485	0.0
152	8	1	4254777.016338	0.0
160	8	2	4254777.016338	161.032012034
168	8	1	3941684.021672	0.0
176	8	2	3941684.021672	177.03294199400003
184	8	1	3716966.0285239997	0.0
192	8	1	2951358.023759	0.0
200	8	1	4210120.009062001	0.0
208	8	1	4297750.025624	0.0
216	8	2	4297750.025624	217.02920123099997
224	8	1	3767745.0001089997	0.0
232	8	1	3455488.028622	0.0
240	8	1	3064758.03875	0.0
248	8	1	2437971.005013	0.0
256	8	1	1846331.017038	0.0
264	8	1	4554684.053398999	0.0
272	8	1	2274259.024319	0.0
280	8	2	2274259.024319	281.02573030599996
288	8	1	1443537.022563	0.0
296	8	1	1976957.0132229999	0.0
304	8	1	4252077.010859	0.0
312	8	1	4533802.019479	0.0
320	8	1	2416519.012793	0.0
328	8	1	3495258.0098949997	0.0
336	8	1	3452741.0246220003	0.0
344	8	1	3482252.02253	0.0
352	8	1	2139199.010398	0.0
360	8	1	3954393.0100379996	0.0
368	8	1	3122295.031279	0.0
376	8	1	3345837.012501	0.0
384	8	1	2690373.0077130003	0.0
392	8	1	3124170.0139200003	0.0
400	8	1	4387400.016693	0.0
408	8	1	2824058.018729	0.0
416	8	1	2950256.0229490004	0.0
424	8	1	3379051.008496	0.0
432	8	1	3626115.0194980004	0.0
440	8	1	2071294.0462119998	0.0
448	8	1	1943899.024131	0.0
456	8	1	3710193.022225	0.0
464	8	1	3237416.058334	0.0
472	6	-2	n/a	0.0
